NombreEtiqueta;Actualizado;Fecha;foto;cuadricula;Operador;long;lat
A337;Si;27/09/2024;DCIM/etiquetasarboles_20240927093129561.jpg;Sector iz;Operador2;-72,51519306;7,919436944
A336;Si;27/09/2024;DCIM/etiquetasarboles_20240927093217013.jpg;Sector iz;Operador2;-72,51521778;7,919302222
A338;Si;27/09/2024;DCIM/etiquetasarboles_20240927093526106.jpg;Sector iz;Operador2;-72,51533;7,919045278
A339;Si;27/09/2024;DCIM/etiquetasarboles_20240927093602650.jpg;Sector iz;Operador2;-72,51536417;7,918953611
A340, A, B;Si;27/09/2024;DCIM/etiquetasarboles_20240927093946848.jpg;Sector iz;Operador2;-72,51567222;7,918313611
A341, A,B,C, D, E;Si;27/09/2024;DCIM/etiquetasarboles_20240927094055666.jpg;Sector iz;Operador2;-72,51563583;7,918117222
A342;Si;27/09/2024;DCIM/etiquetasarboles_20240927094206680.jpg;Sector iz;Operador2;-72,5153225;7,918289444
A343;Si;27/09/2024;DCIM/etiquetasarboles_20240927094406088.jpg;Sector iz;Operador2;-72,515555;7,918179167
A345;Si;27/09/2024;DCIM/etiquetasarboles_20240927100134888.jpg;Sector iz;Operador2;-72,51636833;7,916569722
A344;Si;27/09/2024;DCIM/etiquetasarboles_20240927100156138.jpg;Sector iz;Operador2;-72,51635917;7,916581944
A346;Si;27/09/2024;DCIM/etiquetasarboles_20240927100408679.jpg;Sector iz;Operador2;-72,51594056;7,9163425
A347;Si;27/09/2024;DCIM/etiquetasarboles_20240927100430563.jpg;Sector iz;Operador2;-72,51591694;7,916337778
A348;Si;27/09/2024;DCIM/etiquetasarboles_20240927100532680.jpg;Sector iz;Operador2;-72,51563611;7,916264444
A349;Si;27/09/2024;DCIM/etiquetasarboles_20240927100555844.jpg;Sector iz;Operador2;-72,51564139;7,916218889
A350;Si;27/09/2024;DCIM/etiquetasarboles_20240927100710474.jpg;Sector iz;Operador2;-72,51568556;7,916245278
A351;Si;27/09/2024;DCIM/etiquetasarboles_20240927100748136.jpg;Sector iz;Operador2;-72,51556861;7,916211111
A352, A, B;Si;27/09/2024;DCIM/etiquetasarboles_20240927100811533.jpg;Sector iz;Operador2;-72,51560972;7,916238056
A353, A, B, C;Si;27/09/2024;DCIM/etiquetasarboles_20240927100951455.jpg;Sector iz;Operador2;-72,51539278;7,916143056
A354;Si;27/09/2024;DCIM/etiquetasarboles_20240927101027415.jpg;Sector iz;Operador2;-72,51529139;7,916129167
A355;Si;27/09/2024;DCIM/etiquetasarboles_20240927101122601.jpg;Sector iz;Operador2;-72,51526806;7,916115833
A356;Si;27/09/2024;DCIM/etiquetasarboles_20240927101141906.jpg;Sector iz;Operador2;-72,51524056;7,916096667
A357;Si;27/09/2024;DCIM/etiquetasarboles_20240927101311964.jpg;Sector iz;Operador2;-72,51494667;7,916055278
A358;Si;27/09/2024;DCIM/etiquetasarboles_20240927101537122.jpg;Sector iz;Operador2;-72,51466056;7,915999167
A359, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927101655882.jpg;Sector iz;Operador2;-72,51434056;7,916010278
A360, A, B, C, D.;Si;27/09/2024;DCIM/etiquetasarboles_20240927101846960.jpg;Sector iz;Operador2;-72,51431389;7,916056944
A361, A, B, C;Si;27/09/2024;DCIM/etiquetasarboles_20240927102110938.jpg;Sector iz;Operador2;-72,5142425;7,916082222
A362, A, B, C;Si;27/09/2024;DCIM/etiquetasarboles_20240927102242096.jpg;Sector iz;Operador2;-72,51422806;7,916070833
A363, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927102523812.jpg;Sector iz;Operador2;-72,51420944;7,916119444
A364, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927102616525.jpg;Sector iz;Operador2;-72,51424222;7,916134444
A365;Si;27/09/2024;DCIM/etiquetasarboles_20240927105659196.jpg;Sector iz;Operador2;-72,51366361;7,917919722
A366;Si;27/09/2024;DCIM/etiquetasarboles_20240927110303917.jpg;Sector iz;Operador2;-72,51210722;7,919654167
A367;Si;27/09/2024;DCIM/etiquetasarboles_20240927110336954.jpg;Sector iz;Operador2;-72,51213778;7,919683611
A368;Si;27/09/2024;DCIM/etiquetasarboles_20240927110509460.jpg;Sector iz;Operador2;-72,51203;7,919665833
A369, A, B.;Si;27/09/2024;DCIM/etiquetasarboles_20240927111829432.jpg;Sector iz;Operador2;-72,50874778;7,921252778
A370, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927111927875.jpg;Sector iz;Operador2;-72,50874889;7,921193611
A371;Si;27/09/2024;DCIM/etiquetasarboles_20240927111951142.jpg;Sector iz;Operador2;-72,50867778;7,921180278
A372;Si;27/09/2024;DCIM/etiquetasarboles_20240927112020837.jpg;Sector iz;Operador2;-72,50866917;7,921215556
A374;Si;27/09/2024;DCIM/etiquetasarboles_20240927112842404.jpg;Sector iz;Operador2;-72,5090675;7,921780556
A373, A, B, C, D, E.;Si;27/09/2024;DCIM/etiquetasarboles_20240927112921920.jpg;Sector iz;Operador2;-72,50905611;7,921826667
A375, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927113455253.jpg;Sector iz;Operador2;-72,50933083;7,921768611
A376;Si;27/09/2024;DCIM/etiquetasarboles_20240927113607778.jpg;Sector iz;Operador2;-72,50926583;7,9216825
A378, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927113922627.jpg;Sector iz;Operador2;-72,50929694;7,921643889
A379;Si;27/09/2024;DCIM/etiquetasarboles_20240927114050332.jpg;Sector iz;Operador2;-72,50930361;7,921649444
A380, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927114316449.jpg;Sector iz;Operador2;-72,50930806;7,9218425
A381;Si;27/09/2024;DCIM/etiquetasarboles_20240927114952063.jpg;Sector iz;Operador2;-72,51000278;7,923222222
A383;Si;27/09/2024;DCIM/etiquetasarboles_20240927115403994.jpg;Sector iz;Operador2;-72,51012528;7,923006667
A382;Si;27/09/2024;DCIM/etiquetasarboles_20240927115432387.jpg;Sector iz;Operador2;-72,51009611;7,922961389
A384, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927115945245.jpg;Sector iz;Operador2;-72,51031417;7,923526111
A385;Si;27/09/2024;DCIM/etiquetasarboles_20240927120018782.jpg;Sector iz;Operador2;-72,51032778;7,923492778
A386;Si;27/09/2024;DCIM/etiquetasarboles_20240927120039685.jpg;Sector iz;Operador2;-72,51031444;7,923465833
A387;Si;27/09/2024;DCIM/etiquetasarboles_20240927141647498.jpg;Sector iz;Operador2;-72,50780056;7,921121111
A388, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927142035176.jpg;Tierra_Ent_Aero;Operador2;-72,50714778;7,921971667
A389;Si;27/09/2024;DCIM/etiquetasarboles_20240927142059244.jpg;Tierra_Ent_Aero;Operador2;-72,507175;7,922014167
A390;Si;27/09/2024;DCIM/etiquetasarboles_20240927142319335.jpg;Tierra_Ent_Aero;Operador2;-72,50734639;7,922568333
A391, A, B, C.;Si;27/09/2024;DCIM/etiquetasarboles_20240927142438081.jpg;Tierra_Ent_Aero;Operador2;-72,50736389;7,922810278
A392, A.;Si;27/09/2024;DCIM/etiquetasarboles_20240927142610201.jpg;Tierra_Ent_Aero;Operador2;-72,50739917;7,922813333
A393;Si;27/09/2024;DCIM/etiquetasarboles_20240927142646546.jpg;Tierra_Ent_Aero;Operador2;-72,50738778;7,922804167
A394;Si;27/09/2024;DCIM/etiquetasarboles_20240927142718718.jpg;Tierra_Ent_Aero;Operador2;-72,50740028;7,922814722
A395;Si;27/09/2024;DCIM/etiquetasarboles_20240927142821644.jpg;Tierra_Ent_Aero;Operador2;-72,5074275;7,922918611
A397;Si;27/09/2024;DCIM/etiquetasarboles_20240927143122811.jpg;Tierra_Ent_Aero;Operador2;-72,50744083;7,923199167
A396, A, B, C, D.;Si;27/09/2024;DCIM/etiquetasarboles_20240927143252677.jpg;Tierra_Ent_Aero;Operador2;-72,50741917;7,923196389
A398;Si;27/09/2024;DCIM/etiquetasarboles_20240927143341985.jpg;Tierra_Ent_Aero;Operador2;-72,5074825;7,9231225
399;Si;27/09/2024;DCIM/etiquetasarboles_20240927143415770.jpg;Tierra_Ent_Aero;Operador2;-72,50753417;7,923099722
A400;Si;27/09/2024;DCIM/etiquetasarboles_20240927143450505.jpg;Tierra_Ent_Aero;Operador2;-72,50744722;7,923151944
A401, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927143621709.jpg;Tierra_Ent_Aero;Operador2;-72,50739389;7,923262778
A402, A, B, C.;Si;27/09/2024;DCIM/etiquetasarboles_20240927143701653.jpg;Tierra_Ent_Aero;Operador2;-72,5073975;7,923298333
A403;Si;27/09/2024;DCIM/etiquetasarboles_20240927143816811.jpg;Tierra_Ent_Aero;Operador2;-72,50737278;7,923311667
A404, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927143926298.jpg;Tierra_Ent_Aero;Operador2;-72,5073875;7,923414167
A405, A, B, C;Si;27/09/2024;DCIM/etiquetasarboles_20240927144043750.jpg;Tierra_Ent_Aero;Operador2;-72,50743194;7,923481389
A406, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927144117287.jpg;Tierra_Ent_Aero;Operador2;-72,50745639;7,923475
A407, A;Si;27/09/2024;DCIM/etiquetasarboles_20240927144421501.jpg;Tierra_Ent_Aero;Operador2;-72,50745611;7,923423611
A408;Si;27/09/2024;DCIM/etiquetasarboles_20240927144533767.jpg;Tierra_Ent_Aero;Operador2;-72,50762583;7,923365833
A409;Si;27/09/2024;DCIM/etiquetasarboles_20240927144724007.jpg;Tierra_Ent_Aero;Operador2;-72,50761361;7,923348889
A411;Si;27/09/2024;DCIM/etiquetasarboles_20240927144836168.jpg;Tierra_Ent_Aero;Operador2;-72,5076275;7,923448056
A410, A, B.;Si;27/09/2024;DCIM/etiquetasarboles_20240927144927419.jpg;Tierra_Ent_Aero;Operador2;-72,50759083;7,923531944
A412, A, B, C, D.;Si;27/09/2024;DCIM/etiquetasarboles_20240927145151608.jpg;Tierra_Ent_Aero;Operador2;-72,50765361;7,923458333
A427;Si;27/09/2024;DCIM/etiquetasarboles_20240927151046005.jpg;Tierra_Ent_Aero;Operador2;-72,5074275;7,923974444
A429;Si;27/09/2024;DCIM/etiquetasarboles_20240927151114512.jpg;Tierra_Ent_Aero;Operador2;-72,50748639;7,923980556
A428;Si;27/09/2024;DCIM/etiquetasarboles_20240927151234258.jpg;Tierra_Ent_Aero;Operador2;-72,50755083;7,923761944
A431;Si;27/09/2024;DCIM/etiquetasarboles_20240927151307365.jpg;Tierra_Ent_Aero;Operador2;-72,50759278;7,923719167
A432;Si;27/09/2024;DCIM/etiquetasarboles_20240927151337227.jpg;Tierra_Ent_Aero;Operador2;-72,50756111;7,923771667
A430;Si;27/09/2024;DCIM/etiquetasarboles_20240927151452265.jpg;Tierra_Ent_Aero;Operador2;-72,50743028;7,924063333
A433, A, B, C.;Si;27/09/2024;DCIM/etiquetasarboles_20240927151936945.jpg;Tierra_Ent_Aero;Operador2;-72,5080125;7,923871944
A434;Si;27/09/2024;DCIM/etiquetasarboles_20240927152152748.jpg;Tierra_Ent_Aero;Operador2;-72,50744139;7,923881389
A435;Si;27/09/2024;DCIM/etiquetasarboles_20240927152608658.jpg;Tierra_Ent_Aero;Operador2;-72,50741333;7,923870556
A436;Si;27/09/2024;DCIM/etiquetasarboles_20240927152642492.jpg;Tierra_Ent_Aero;Operador2;-72,50741972;7,923844722
A437;Si;27/09/2024;DCIM/etiquetasarboles_20240927152657034.jpg;Tierra_Ent_Aero;Operador2;-72,50739694;7,923846667
A438;Si;27/09/2024;DCIM/etiquetasarboles_20240927152721730.jpg;Tierra_Ent_Aero;Operador2;-72,50739167;7,92377
